study-id,file-id,type,links.self,meta,pipelines,alias,file-format.name,file-format.extension,description.label,description.description,group-type,experiment_type
MGYS00001988,ERP104038_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/4.1/file/ERP104038_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104038_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001988,ERP104038_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/4.1/file/ERP104038_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104038_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001988,ERP104038_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/4.1/file/ERP104038_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104038_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001988,ERP104038_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/4.1/file/ERP104038_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104038_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001988,ERP104038_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001988,ERP104038_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001988,ERP104038_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001988,ERP104038_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001988,ERP104038_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001988,ERP104038_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001988,ERP104038_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001988/pipelines/5.0/file/ERP104038_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP104038_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005023,ERP109164_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00005023,ERP109164_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00005023,ERP109164_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00005023,ERP109164_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005023,ERP109164_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005023,ERP109164_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005023,ERP109164_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/4.1/file/ERP109164_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP109164_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005023,ERP109164_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00005023,ERP109164_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00005023,ERP109164_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00005023,ERP109164_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005023,ERP109164_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005023,ERP109164_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005023,ERP109164_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005023/pipelines/5.0/file/ERP109164_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP109164_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002425,ERP106708_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002425,ERP106708_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002425,ERP106708_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002425,ERP106708_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002425,ERP106708_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002425,ERP106708_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002425,ERP106708_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/4.1/file/ERP106708_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106708_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002425,ERP106708_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002425,ERP106708_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002425,ERP106708_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002425,ERP106708_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002425,ERP106708_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002425,ERP106708_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002425,ERP106708_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002425/pipelines/5.0/file/ERP106708_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP106708_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00003468,ERP107929_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00003468,ERP107929_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00003468,ERP107929_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00003468,ERP107929_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00003468,ERP107929_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00003468,ERP107929_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00003468,ERP107929_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/4.1/file/ERP107929_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP107929_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00003468,ERP107929_GO-slim_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_GO-slim_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_GO-slim_abundances_v5.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00003468,ERP107929_GO_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_GO_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_GO_abundances_v5.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00003468,ERP107929_IPR_abundances_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_IPR_abundances_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_IPR_abundances_v5.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00003468,ERP107929_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00003468,ERP107929_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00003468,ERP107929_phylum_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_phylum_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_phylum_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00003468,ERP107929_taxonomy_abundances_LSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003468/pipelines/5.0/file/ERP107929_taxonomy_abundances_LSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP107929_taxonomy_abundances_LSU_v5.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005234,ERP006342_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005234/pipelines/4.1/file/ERP006342_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP006342_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005234,ERP006342_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005234/pipelines/4.1/file/ERP006342_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP006342_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00005234,ERP006342_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005234/pipelines/4.1/file/ERP006342_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP006342_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005234,ERP006342_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005234/pipelines/4.1/file/ERP006342_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP006342_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00005234,ERP006342_phylum_taxonomy_abundances_SSU_v5.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005234/pipelines/5.0/file/ERP006342_phylum_taxonomy_abundances_SSU_v5.0.tsv,{},pipelines: 5.0 (125013545906448),ERP006342_phylum_taxonomy_abundances_SSU_v5.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
