id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples,experiment_type
MGYS00006292,70,PRJNA606061,SRP248397,"The gut microbiome (GM) plays an important role in shaping systemic immune responses. Preclinical and clinical data suggest that GM influences anti-PD-1/PD-L1 or -CTLA-4 Ab-mediated anti-cancer responses. Furthermore, there is strong evidence that antibiotics (ATB) worsen clinical outcomes based on multiple retrospective and one prospective studies using immune checkpoint inhibition (ICI). However, whether GM profiling, at baseline or post-ATB, could represent a biomarker of response in advanced non-small cell lung cancer (NSCLC) during ICI therapy remains unknown. Moreover, the relationship between specific gut microbiota and incidence of immune-related adverse events (irAEs) remain to be precisely elucidated. The objective of the present study was to characterize the impact of ATB on specific GM signatures using metagenomics sequencing in a cohort of 70 patients with advanced NSCLC treated with anti-PD-1/anti-PD-L-1. Primary endpoints were to define specific gut microbiota associated with response and non-response, progression-free survival (PFS), overall survival (OS), and irAEs in both patients who received ATB and those who did not receive ATB.",Gut microbiome predicts efficacy and immune-related toxicities of advanced non-small cell lung cancer patients treated with anti-PD-1/PD-L1 Ab-based immunotherapy,"SRS6134685,SRS6134684,SRS6134683,SRS6134682,SRS6134680,SRS6134675,SRS6134673,SRS6134670,SRS6134657,SRS6134654,SRS6134641,SRS6134639,SRS6134633,SRS6134631,SRS6134629,SRS6134628,SRS6134625,SRS6134624,SRS6134623,SRS6134688,SRS6134687,SRS6134679,SRS6134678,SRS6134676,SRS6134672",amplicon
MGYS00006220,167,PRJNA781978,SRP347452,"Alzheimers disease is a public health concern and the current study leverages a phase III randomized, interventional clinical trial to evaluate the ability of a dietary intervention to influence age associated cognitive decline in a population at risk for Alzheimers disease. Diet influences the intestinal microbiota, thus the current study investigated diet induced changes in the intestinal microbiota as a mechanism by which dietary interventions exert beneficial effects on cognition and Alzheimers disease pathogenesis. Subjects fecal baseline samples were analyzed using 16S rRNA gene amplicon sequencing. The relationship between the microbiota and baseline clinical and experimental variables were evaluated.",Microbiota Brain Axis in Alzheimers Disease MIND Diet Induced Effects,"SRS11134271,SRS11134119,SRS11134121,SRS11134122,SRS11134289,SRS11134284,SRS11134283,SRS11134282,SRS11134281,SRS11134279,SRS11134277,SRS11134278,SRS11134276,SRS11134275,SRS11134274,SRS11134273,SRS11134272,SRS11134270,SRS11134269,SRS11134268,SRS11134267,SRS11134266,SRS11134265,SRS11134264,SRS11134263",amplicon
MGYS00006223,58,PRJNA633107,SRP261866,"We evaluated the impact of two medicinal herbs, triphala and manjistha on gut microbiota composition following a 4 week randomized, double blind placebo control intervention by profiling fecal communities by 16S rRNA profiling.","Modulatory Effects of Triphala and Manjistha Dietary Supplementation on Human Gut Microbiota: A Double-Blind, Randomized, Placebo-Controlled Pilot Study","SRS6666164,SRS6666163,SRS6666162,SRS6666161,SRS6666160,SRS6666159,SRS6666158,SRS6666157,SRS6666156,SRS6666155,SRS6666154,SRS6666153,SRS6666152,SRS6666150,SRS6666151,SRS6666149,SRS6666148,SRS6666147,SRS6666145,SRS6666146,SRS6666144,SRS6666143,SRS6666142,SRS6666141,SRS6666140",amplicon
MGYS00006222,76,PRJEB35687,ERP118779,"OBJECTIVE The objectives were 1) determination of microbial composition of obese and normal weight subjects, 2) calculation of fiber composition of specially assigned low-calorie weight loss diet (WLD), 3) identification of microbial changes after WLD and improvements in health characteristics and associations of microbiota to fiber consumption profiles.METHODSA total of 19 overweight/obese participants with body mass index (BMI) of 28.9-44.4 kg/m2 were assigned to 20-40 % reduced calories high-fat low-carbohydrate diet for 4 weeks. Protein and fat content in composed diet was 1.5 times higher compared to that in average diet of normal weight group, while carbohydrate content was 2 times lower. Total fiber content was comparable to normal weight group. Food consumption data were obtained from assigned meals. Database of specific fiber composition of different food categories was developed and macronutrient, total and specific fiber consumption were calculated. Microbial composition was analysed before and after the intervention from 2 sequential samples by 16S rRNA sequencing. RESULTS:During intervention BMI reduced in average 2.5 ± 0.6 kg/m2 and stool frequency was normalized. Assigned diet induced significant changes in fecal microbiota. Abundance of bile resistant bacteria (Alistipes, Odoribacter splanchnicus), Ruminococcus bicirculans and Butyricimonas but also Enterobacteriaceae increased. Alistipes has been associated with lower BMI and Butyricimonas with higher values of HDL-cholesterol in blood. Importantly, abundance of bacteria often associated with inflammation such as Collinsella and Dorea decreased in parallel with decrease of BMI. Furthermore, the abundance of bifidobacteria decreased, which can be attributed to relatively low consumption of grains.  CONCLUSIONS:In conclusion, results showed that short intervention studies can alter microbial community structure and gave relevant insights into development of different dietary concepts.",Gut microbiome alterations after high-fat low-carbohydrate weight reduction diet: pros and cons,"ERS4134953,ERS4134954,ERS4134955,ERS4134956,ERS4134957,ERS4134958,ERS4134959,ERS4134960,ERS4134961,ERS4134962,ERS4134963,ERS4134964,ERS4134965,ERS4134966,ERS4134967,ERS4134968,ERS4134969,ERS4134970,ERS4134971,ERS4134972,ERS4134973,ERS4134974,ERS4134975,ERS4134976,ERS4134977",amplicon
MGYS00006122,283,PRJNA202975,SRP023503,"We analyzed the impact of a gut microbiota-targeted dietary intervention on the chronic inflammation underlying metabolic syndrome.  Human feces from central obese volunteers after whole grains, traditional Chinese medicinal foods, and prebiotics (WTP diet) dietary intervention.",Gut microbiota after dietary intervention,"SRS431349,SRS431351,SRS431529,SRS431288,SRS431287,SRS431286,SRS431271,SRS431249,SRS431250,SRS431251,SRS431252,SRS431253,SRS431254,SRS431255,SRS431256,SRS431257,SRS431258,SRS431259,SRS431260,SRS431261,SRS431262,SRS431263,SRS431264,SRS431265,SRS431266",amplicon
MGYS00006221,46,PRJEB39062,ERP122530,"Although it is known that the gut microbiota (GM) can be modulated by diet, the impact of specific dietary interventions on its composition and diversity in obese patients remain to be ascertained. The present work aimed to evaluate the impact of a moderately hypocaloric Mediterranean diet on the GM of obese and overweight patients (OB). The GM of 23 OB patients (F/M= 20/3) was compared before and after 3 months of the nutritional intervention (NI). Fecal samples were analyzed by Illumina MiSeq sequencing of the 16S rRNA gene. After 3 months of NI, patients presented a statistically significant reduction of the body weight and fat mass, along with changes in the relative abundance of many microbial patterns. We observed an increased abundance in several Bacteroidetes taxa (i.e. Sphingobacteriaceae, Sphingobacterium, Bacteroides spp, Prevotella stercorea) and depletion of many Firmicutes taxa (i.e. Lachnospiraceae members, Ruminococcaceae and Ruminococcus, Veillonellaceae, Catenibacterium, Megamonas). In addition, the phylum Proteobacteria showed an increased abundance, while the genus Sutterella, within the same phylum, decreased after the intervention. Metabolic pathways related to membrane transport and cell motility showed a decreased expression after the NI.",Impact of a moderate caloric restriction on the gut microbiota composition and diversity of Italian obese patients,"ERS4803648,ERS4803649,ERS4803650,ERS4803651,ERS4803652,ERS4803653,ERS4803654,ERS4803655,ERS4803656,ERS4803658,ERS4803659,ERS4803660,ERS4803661,ERS4803662,ERS4803663,ERS4803664,ERS4803665,ERS4803666,ERS4803667,ERS4803668,ERS4803669,ERS4803670,ERS4803671,ERS4803672,ERS4803673",amplicon
MGYS00006219,50,PRJEB53018,ERP137776,"The healthy Finnish controls were previously recruited as part of a dietary intervention investigating the effects of partly replacing animal proteins with plant proteins on health; the inclusion and exclusion criteria have been described elsewhere (PMID: 34837522). The fecal samples derived from 50 Finnish controls that were age-, sex- and BMI-matched with the Pakistani controls were included in the present study.",Healthy Finnish controls,"ERS12034898,ERS12034899,ERS12034900,ERS12034901,ERS12034902,ERS12034903,ERS12034904,ERS12034905,ERS12034906,ERS12034907,ERS12034908,ERS12034909,ERS12034910,ERS12034911,ERS12034912,ERS12034913,ERS12034914,ERS12034915,ERS12034916,ERS12034917,ERS12034918,ERS12034919,ERS12034920,ERS12034921,ERS12034922",amplicon
MGYS00000526,30,PRJEB10296,ERP011526,The possibility to modulate the intestinal microbial ecosystem (IME) gains increasing interest due to its potential consequences on human health. The relative abundance of specific intestinal bacterial taxa may be potentially modulated through dietary interventions. The aim of this project is to describe the fluctuation of bacterial taxa and short chain fatty acids induced in fecal samples from 15 dyslipidemic children by hazelnuts consumption as the main source of unsaturated fatty acids.,Modulation of dyslipidemic children fecal microbial ecosystem by dietary intervention with hazelnuts as source of unsaturated fatty acids.,"ERS809859,ERS809860,ERS809861,ERS809862,ERS809863,ERS809864,ERS809865,ERS809866,ERS809867,ERS809868,ERS809869,ERS809870,ERS809871,ERS809872,ERS809873,ERS809874,ERS809875,ERS809876,ERS809877,ERS809878,ERS809879,ERS809880,ERS809881,ERS809882,ERS809883",amplicon
MGYS00006120,176,PRJNA398089,SRP115494,"The main Inflammatory Bowel Disease (IBD) Multi'omics Database (IBDMDB) study includes multi'omics measurements from over 100 subjects, sampled biweekly over up to a year in both adult and pediatric patients with IBD (Crohn's disease and ulcerative colitis), along with non-IBD controls. Data types include fecal metagenomes, metatranscriptomes, metabolomes, and proteomes, as well as host genetics, intestinal biopsy transcriptomes, epigenetics, and 16S amplicon profiles. Subjects' medical histories and demographics are collected at baseline and medication, diet, and disease activity profiled longitudinally.",Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease,"SRS2939143,SRS2939140,SRS2939138,SRS2939139,SRS2939137,SRS2939136,SRS2939135,SRS2939133,SRS2939131,SRS2939132,SRS2939130,SRS2939125,SRS2939126,SRS2939129,SRS2939123,SRS2939122,SRS2939127,SRS2939124,SRS2939121,SRS2939118,SRS2939117,SRS2939116,SRS2939115,SRS2939114,SRS2939113",amplicon
MGYS00006102,21,PRJEB55708,ERP140636,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB44042, and was assembled with metaSPAdes v3.15.3. This project includes samples from the following biomes: root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB44042 data set (Kefir ameliorates specific microbiota-gut-brain axis impairments in a mouse model relevant to autism spectrum disorder).,"ERS6183175,ERS6183178,ERS6183192,ERS6183184,ERS6183172,ERS6183189,ERS6183179,ERS6183180,ERS6183181,ERS6183171,ERS6183185,ERS6183174,ERS6183188,ERS6183182,ERS6183187,ERS6183173,ERS6183183,ERS6183186,ERS6183190,ERS6183177,ERS6183176",amplicon
MGYS00006076,100,PRJEB55607,ERP140519,The DIME study consists of a randomised 2x2 cross-over human intervention where healthy participants (n = 20) are subjected to a diet high in bioactive-rich food for two weeks and a diet low in bioactive-rich food. There is a four-week washout between the two interventions.,The effect of dietary bioactive on gut microbiome diversity (DIME) – a pilot study,"ERS12855857,ERS12855865,ERS12855909,ERS12855885,ERS12855858,ERS12855904,ERS12855869,ERS12855911,ERS12855893,ERS12855867,ERS12855861,ERS12855856,ERS12855870,ERS12855889,ERS12855883,ERS12855873,ERS12855884,ERS12855853,ERS12855877,ERS12855882,ERS12855930,ERS12855864,ERS12855850,ERS12855852,ERS12855918",amplicon
MGYS00005730,16,PRJEB42045,ERP125908,Stool samples were collected from 12 Norwegian infants in the first year of life. This study has whole-genome metagenomic information of several timepoints of these infants.,Study of infant stool samples in the first year of life.,"ERS5475495,ERS5475488,ERS5475490,ERS5475500,ERS5475496,ERS5475498,ERS5475494,ERS5475501,ERS5475491,ERS5475497,ERS5475492,ERS5475499,ERS5475489,ERS5475502,ERS5475493,ERS5475503",amplicon
MGYS00005202,1185,PRJEB29239,ERP111526,"We profiled the microbiota of 1185 fecal samples of colorectal carcinoma and adenoma patients and normal controls from southeastern China using 16S rRNA Illumina PE sequencing. We built random forest tree based bi-class classifier of CRC and normal and multi-class classifier of cancer, adenomas, and normal, and then test them independently. Batch effects were studied and spike-in methods were proposed as an effective strategy to model such effects and improve the results of multi-class classification. Effects of confounding factors were also studied.",using fecal microbiota composition as a non-invasive diagnostic tool to classify colorectal carcinoma and adenoma.,"ERS2799978,ERS2799979,ERS2799980,ERS2799981,ERS2799982,ERS2799983,ERS2799984,ERS2799985,ERS2799986,ERS2799987,ERS2799988,ERS2799989,ERS2799990,ERS2799991,ERS2799992,ERS2799993,ERS2799994,ERS2799995,ERS2799996,ERS2799997,ERS2799998,ERS2799999,ERS2800000,ERS2800001,ERS2800002",amplicon
MGYS00006016,106,PRJNA703303,SRP307447,The gut 16s rDNA sequencing data of patients with COVID-19,The gut microbiome 16s rDNA sequencing data of patients with COVID-19,"SRS8300241,SRS8300240,SRS8300239,SRS8300238,SRS8300237,SRS8300236,SRS8300235,SRS8300234,SRS8300233,SRS8300232,SRS8300231,SRS8300230,SRS8300229,SRS8300228,SRS8300227,SRS8300226,SRS8300225,SRS8300224,SRS8300223,SRS8300222,SRS8300221,SRS8300220,SRS8300219,SRS8300218,SRS8300217",amplicon
