attributes.accession,attributes.bioproject,attributes.centre-name,attributes.data-origination,attributes.is-private,attributes.last-update,attributes.public-release-date,attributes.samples-count,attributes.secondary-accession,attributes.study-abstract,attributes.study-name,id,links.self,relationships.analyses.links.related,relationships.biomes.data.0.id,relationships.biomes.data.0.links.self,relationships.biomes.data.0.type,relationships.biomes.data.1.id,relationships.biomes.data.1.links.self,relationships.biomes.data.1.type,relationships.biomes.data.2.id,relationships.biomes.data.2.links.self,relationships.biomes.data.2.type,relationships.biomes.links.related,relationships.downloads.links.related,relationships.geocoordinates.links.related,relationships.publications.links.related,relationships.samples.links.related,type
MGYS00006453,PRJNA811494,Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoell Institute (HKI),HARVESTED,false,2023-09-06T12:44:03,,86,SRP361980,"Investigating Bacteriome and Mycobiome interactions, and their contribution to lung cancer treatment. For treatment, anti-cancer combination therapy was used.",ITS2 and whole metagenomics from stool of human lung cancer patients from hungary,MGYS00006453,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006453/samples,studies
MGYS00006419,PRJNA859507,The Second Affiliated Hospital of Fujian University of Traditional Chinese Medicine,HARVESTED,false,2023-09-03T13:10:07,,75,SRP386769,"This study aims to investigate the dynamic changes and metabolic function of intestinal flora in patients with lung cancer and postoperative pneumonia (POP), and to provide new ideas and targets for the prevention and treatment of POP.",Dynamic changes of intestinal flora and metabolic function in patients with postoperative pneumonia after lung cancer surgery,MGYS00006419,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006419/samples,studies
MGYS00006399,PRJNA805069,"Sheba Medical Center, Tel-Hashomer, Israel.",HARVESTED,false,2023-09-03T03:10:49,,149,SRP359154,"Stool samples for microbial 16S amplicon sequencing and clinical data were collected from 75 lung cancer patients (50 of which were treated with checkpoint inhibitors) and 31 age-matched healthy volunteers. We compared using multivariate analyses cancer patients to healthy controls, and within lung cancer we compared patients with DCB to those without DCB.",Gut microbial signature in lung cancer patients highlights specific taxa as predictors for durable clinical benefit,MGYS00006399,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006399/samples,studies
MGYS00006394,PRJNA782662,University of Trieste,HARVESTED,false,2023-09-03T01:59:37,,47,SRP347299,"Aside from PD-L1 expression, biomarkers of response to immune checkpoint inhibitors (ICI) in non-small cell lung cancer (NSCLC) are needed. In a previous retrospective analysis, we documented that fecal Akkermansia muciniphila (Akk) associated with clinical benefit of ICI in NSCLC and kidney cancer patients. In the current study, we performed shotgun metagenomics-based microbiome profiling in a large cohort of advanced NSCLC patients (n=338) treated with first or second line ICI, to prospectively validate the predictive value of fecal Akk. Baseline stool Akk was associated with increased objective response rates and overall survival in multivariate analyses, independent of PD-L1 expression, antibiotics and performance status. Intestinal Akk was accompanied by a richer commensalism, including Eubacterium hallii and Bifidobacterium adolescentis, and a more inflamed tumor microenvironment in a subset of patients. However, antibiotic use (20% of cases) coincided with a relative dominance of Akk above 4.8% accompanied with the genus Clostridium, both associated with resistance to ICI. Our study shows significant differences in relative abundance of Akk that may represent potential biomarkers to refine patient stratification in future studies.",Intestinal Akkermansia muciniphila predicts clinical response to PD-1 blockade in advanced non-small cell lung cancer patients.,MGYS00006394,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006394/samples,studies
MGYS00006380,PRJNA736821,Zhejiang Chinese Medical University,HARVESTED,false,2023-09-02T22:46:00,,79,SRP323777,Exploring the relationship between gut microbial diversity and the development of lung cancer using 16s rRNA technology,Study of gut microbial diversity in lung cancer,MGYS00006380,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006380/samples,studies
MGYS00006354,PRJNA668745,Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoll Institute,HARVESTED,false,2023-09-02T03:44:29,,30,SRP287767,Evaluation of the associations between gut microbiota and outcomes in lung cancer patients who underwent lung resection surgery,Gut microbiome is associated with exercise tolerance of resected early-stage lung cancer patients,MGYS00006354,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006354/samples,studies
MGYS00006353,PRJNA669372,China Medical University,HARVESTED,false,2023-09-02T03:22:37,,37,SRP287511,Investigate alteration of gut and lung microbiota by RSV infection and streptomycin treatment.,Gut and lung microbiota in RSV-infected mice and streptomycin-treatment mice,MGYS00006353,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006353/samples,studies
MGYS00006351,PRJNA665109,MD Anderson Cancer Center,HARVESTED,false,2023-09-02T02:51:50,,101,SRP285044,Phase 2 randomized study of neoadjuvant nivolumab or nivolumab plus ipilimumab followed by surgery in patients with resectable NSCLC using major pathologic response as primary endpoint (NCT03158129),NEOSTAR Study: Non-small cell lung cancer treated with nivolumab or nivolumab plus ipilimumab,MGYS00006351,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006351/samples,studies
MGYS00006333,PRJNA561567,University of Arkansas for Medical Sciences,HARVESTED,false,2023-09-01T20:48:19,,26,SRP219421,"The overall use of antibiotics has increased significantly in recent years. Besides fighting infections, antibiotics also alter the gut microbiota. Commensal bacteria in the gastrointestinal tract are crucial to maintain immune homeostasis, and microbial imbalance or dysbiosis affects disease susceptibility and progression. We hypothesized that antibiotic-induced dysbiosis of the gut microbiota would suppress cytokine profiles in the host, thereby leading to changes in the tumor microenvironment. Indeed, dysbiosis resulted in alterations in bacterial abundance, composition and diversity. On the host side, antibiotic-induced dysbiosis caused elongated small intestines and ceca, and B16-F10 melanoma and Lewis Lung carcinoma progressed more quickly than in orthobiotic control mice. Mechanistic studies revealed that this progression was mediated by suppressed TNF-a levels, both locally and systemically, resulting in reduced expression of tumor endothelial adhesion molecules, particularly intercellular adhesion molecule-1 (ICAM-1) and a subsequent decrease in the number of activated CD8+ T-cells in the tumor. However, suppression of ICAM-1 or its binding site, the alpha subunit of lymphocyte function-associated antigen-1, was not seen in the spleen or thymus during dysbiosis. TNF-a supplementation in dysbiotic mice was able to increase ICAM-1 expression and leukocyte trafficking into the tumor. Overall, these results demonstrate the importance of commensal bacteria in supporting anti-cancer immune surveillance, define an important role of tumor endothelial cells within this process, and suggest adverse consequences of antibiotics on distal cancer development. Significance: Antibiotic-induced dysbiosis enhances distal tumor progression by altering host cytokine levels resulting in suppression of leukocyte trafficking via modulation of tumor endothelial adhesion molecules.",Stromal modulation through gastrointestinal microbial dysbiosis,MGYS00006333,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006333/samples,studies
MGYS00006292,PRJNA606061,CRCHUM,HARVESTED,false,2023-08-14T19:31:30,,70,SRP248397,"The gut microbiome (GM) plays an important role in shaping systemic immune responses. Preclinical and clinical data suggest that GM influences anti-PD-1/PD-L1 or -CTLA-4 Ab-mediated anti-cancer responses. Furthermore, there is strong evidence that antibiotics (ATB) worsen clinical outcomes based on multiple retrospective and one prospective studies using immune checkpoint inhibition (ICI). However, whether GM profiling, at baseline or post-ATB, could represent a biomarker of response in advanced non-small cell lung cancer (NSCLC) during ICI therapy remains unknown. Moreover, the relationship between specific gut microbiota and incidence of immune-related adverse events (irAEs) remain to be precisely elucidated. The objective of the present study was to characterize the impact of ATB on specific GM signatures using metagenomics sequencing in a cohort of 70 patients with advanced NSCLC treated with anti-PD-1/anti-PD-L-1. Primary endpoints were to define specific gut microbiota associated with response and non-response, progression-free survival (PFS), overall survival (OS), and irAEs in both patients who received ATB and those who did not receive ATB.",Gut microbiome predicts efficacy and immune-related toxicities of advanced non-small cell lung cancer patients treated with anti-PD-1/PD-L1 Ab-based immunotherapy,MGYS00006292,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006292/samples,studies
MGYS00006220,PRJNA781978,Rush University,HARVESTED,false,2023-07-18T11:40:31,,167,SRP347452,"Alzheimers disease is a public health concern and the current study leverages a phase III randomized, interventional clinical trial to evaluate the ability of a dietary intervention to influence age associated cognitive decline in a population at risk for Alzheimers disease. Diet influences the intestinal microbiota, thus the current study investigated diet induced changes in the intestinal microbiota as a mechanism by which dietary interventions exert beneficial effects on cognition and Alzheimers disease pathogenesis. Subjects fecal baseline samples were analyzed using 16S rRNA gene amplicon sequencing. The relationship between the microbiota and baseline clinical and experimental variables were evaluated.",Microbiota Brain Axis in Alzheimers Disease MIND Diet Induced Effects,MGYS00006220,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006220/samples,studies
